ra,dec,type,const,mag,name,rarad,decrad,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
11.5069,56.1406,Gxy,-,16.6,,3.0125,0.979839,536941,0.79,0.43,28.1,3,35459,PGC,,,,,
11.5091,49.1678,Gxy,-,16.09,,3.01307,0.858141,536942,0.89,0.32,140.1,3,35471,PGC,,,,,
11.5122,-50.0067,Gxy,-,16.91,,3.01389,-0.872782,536943,0.49,0.3,46.6,3,35478,PGC,216-012,ESO,,,
11.5174,18.3916,Gxy,-,16.35,,3.01525,0.320994,536944,0.54,0.41,170.1,3,35489,PGC,,,,,
11.504,23.8024,Gxy,-,16.89,,3.01174,0.41543,536945,0.32,0.25,13.9,3,35442,PGC,,,,,
11.5,-51.1355,Gxy,-,16.55,,3.01069,-0.892483,536946,0.46,0.27,104.1,3,35431,PGC,,,,,
11.502,58.4377,Gxy,-,16.66,,3.01121,1.01993,536947,0.39,0.28,179.4,3,35439,PGC,,,,,
11.5044,57.9037,Gxy,-,16.15,,3.01186,1.01061,536948,0.49,0.43,24.7,3,35449,PGC,,,,,
11.507,27.0024,Gxy,-,16.66,,3.01252,0.471281,536949,0.59,0.24,127.2,3,35460,PGC,,,,,
11.5084,26.2255,Gxy,-,16.05,,3.01288,0.457722,536950,0.45,0.35,43.1,3,35462,PGC,,,,,
11.5079,48.1108,Gxy,-,16.34,,3.01277,0.839692,536951,0.41,0.36,,3,35467,PGC,,,,,
11.4901,41.872,Gxy,-,16.28,,3.0081,0.730804,536952,0.79,0.56,,3,35397,PGC,,,,,
11.4907,28.0821,Gxy,-,16.31,,3.00826,0.490125,536953,0.65,0.38,3.8,3,35398,PGC,,,,,
11.4923,27.9747,Gxy,-,16.85,,3.00867,0.48825,536954,0.43,0.27,39,3,35407,PGC,,,,,
11.4076,48.8794,Gxy,-,16.18,,2.9865,0.853107,536955,0.98,0.51,123.8,3,35047,PGC,,,,,
11.4957,5.80488,Gxy,-,16.36,,3.00956,0.101314,536956,0.43,0.3,160.3,3,35420,PGC,,,,,
11.4756,62.9205,Gxy,-,16.86,,3.0043,1.09817,536957,0.48,0.29,,3,35319,PGC,,,,,
11.4855,-29.5826,Gxy,-,16.65,,3.00689,-0.516314,536958,0.68,0.36,157,3,35366,PGC,439-012,ESO,,,
11.4852,47.6994,Gxy,-,16.44,,3.00682,0.832511,536959,0.6,0.39,,3,35368,PGC,,,,,
11.4869,-23.4814,Gxy,-,16.2,,3.00725,-0.409827,536960,0.56,0.38,10.3,3,35378,PGC,503-018,ESO,,,
11.4874,20.7731,Gxy,-,16.84,,3.00739,0.362559,536961,0.5,0.19,95.9,3,35381,PGC,,,,,
11.482,52.2293,Gxy,-,16.72,,3.00597,0.911574,536962,0.38,0.35,,3,35348,PGC,,,,,
11.4831,22.9599,Gxy,-,16.09,,3.00627,0.400725,536963,0.44,0.37,179.1,3,35354,PGC,,,,,
11.4716,26.9738,Gxy,-,16.45,,3.00326,0.470781,536964,0.36,0.33,,3,35308,PGC,,,,,
11.4728,-1.25912,Gxy,-,16.21,,3.00359,-0.0219758,536965,0.5,0.28,85.3,3,35311,PGC,,,,,
6.21654,47.9579,Gxy,-,16.68,,1.62749,0.837024,536966,0.45,0.26,53,3,18639,PGC,,,,,
11.4618,55.9213,Gxy,-,16.29,,3.00068,0.976011,536967,0.51,0.37,47.6,3,35274,PGC,,,,,
11.4648,26.7908,Gxy,-,16.84,,3.00148,0.467588,536968,0.41,0.25,157.5,3,35275,PGC,,,,,
11.4642,-0.47007,Gxy,-,16.07,,3.00133,-0.0082043,536969,0.68,0.21,27.8,3,35277,PGC,,,,,
11.4685,-37.9168,Gxy,-,16.96,,3.00246,-0.661774,536970,0.76,0.17,112.5,3,35289,PGC,319-023,ESO,,,
11.469,17.3852,Gxy,-,16.64,,3.00258,0.303428,536971,0.72,0.56,40.9,3,35290,PGC,,,,,
11.4689,28.0075,Gxy,-,16.87,,3.00254,0.488823,536972,0.3,0.27,78.7,3,35291,PGC,,,,,
11.1864,31.7323,Gxy,-,16.33,,2.92858,0.553833,536973,0.41,0.37,0.2,3,33989,PGC,,,,,
11.4566,-35.0725,Gxy,-,16.62,,2.99934,-0.612131,536974,1.38,0.17,31.9,3,35242,PGC,378-002,ESO,,,
11.4577,61.4518,Gxy,-,16.13,,2.99961,1.07254,536975,0.56,0.5,56.7,3,35245,PGC,,,,,
11.4751,79.5995,Gxy,-,16.65,,3.00418,1.38927,536976,0.43,0.38,,3,35248,PGC,06450,UGC,,,
11.4584,42.5297,Gxy,-,16.41,,2.99981,0.742283,536977,0.91,0.25,53.3,3,35258,PGC,,,,,
11.4465,-31.4622,Gxy,-,16.51,,2.99668,-0.549119,536978,0.68,0.27,129.6,3,35209,PGC,439-007,ESO,,,
11.4479,-27.7057,Gxy,-,16.55,,2.99706,-0.483555,536979,0.66,0.34,53,3,35214,PGC,503-017,ESO,,,
11.436,41.4216,Gxy,-,16.85,,2.99394,0.722943,536980,0.43,0.24,94.1,3,35169,PGC,,,,,
8.2543,10.281,Gxy,-,16.04,,2.16097,0.179437,536981,0.49,0.3,28.5,3,23136,PGC,,,,,
11.4379,21.1071,Gxy,-,16.55,,2.99444,0.368388,536982,0.83,0.17,71.1,3,35179,PGC,,,,,
11.4386,21.0549,Gxy,-,16.47,,2.99463,0.367478,536983,0.59,0.28,79,3,35184,PGC,,,,,
11.4402,61.973,Gxy,-,16.53,,2.99504,1.08163,536984,0.52,0.37,34.8,3,35186,PGC,,,,,
11.4436,52.1794,Gxy,-,16.75,,2.99593,0.910702,536985,0.5,0.31,111,3,35192,PGC,,,,,
11.4438,51.5731,Gxy,-,16.4,,2.99598,0.90012,536986,0.43,0.34,171.7,3,35197,PGC,,,,,
11.4291,28.0008,Gxy,-,16.97,,2.99212,0.488707,536987,0.35,0.29,,3,35139,PGC,,,,,
11.4296,47.0002,Gxy,-,16.54,,2.99227,0.820308,536988,0.43,0.32,164.5,3,35141,PGC,,,,,
6.02951,66.3979,Gxy,-,16.37,,1.57852,1.15886,536989,0.56,0.48,16.5,3,18282,PGC,,,,,
11.4308,50.6717,Gxy,-,16.55,,2.99258,0.884388,536990,0.49,0.25,179.4,3,35144,PGC,,,,,
11.4322,-33.3406,Gxy,-,16.61,,2.99294,-0.581903,536991,0.85,0.15,66.3,3,35153,PGC,377-047,ESO,,,
11.4368,27.1995,Gxy,-,16.64,,2.99415,0.47472,536992,0.49,0.4,59,3,35159,PGC,,,,,
11.4355,28.5516,Gxy,-,16.93,,2.9938,0.49832,536993,0.41,0.16,68.2,3,35163,PGC,,,,,
11.4228,52.0801,Gxy,-,16.24,,2.99047,0.908968,536994,0.56,0.26,113,3,35101,PGC,,,,,
8.19099,58.2609,Gxy,-,16.86,,2.1444,1.01684,536995,0.42,0.37,,3,22966,PGC,,,,,
11.4255,59.4379,Gxy,-,16.38,,2.9912,1.03739,536996,0.63,0.48,53.9,3,35115,PGC,,,,,
11.4261,2.31809,Gxy,-,16.15,,2.99133,0.0404583,536997,0.42,0.33,,3,35116,PGC,,,,,
11.4257,5.0848,Gxy,-,16.05,,2.99125,0.0887465,536998,0.48,0.34,172.7,3,35118,PGC,,,,,
11.4284,61.5023,Gxy,-,16.06,,2.99196,1.07342,536999,0.81,0.38,45,3,35120,PGC,,,,,
11.4304,14.6686,Gxy,-,16.42,,2.99248,0.256016,537000,0.6,0.27,41.2,3,35136,PGC,2810B,IC,,,
11.4126,27.3194,Gxy,-,16.53,,2.98781,0.476813,537001,0.47,0.31,22.9,3,35068,PGC,,,,,
11.4139,60.6079,Gxy,-,16.04,,2.98815,1.05781,537002,1,0.5,42.6,3,35071,PGC,06423,UGC,,,
11.4135,19.7743,Gxy,-,16.26,,2.98803,0.345126,537003,0.51,0.45,88.4,3,35072,PGC,,,,,
11.4169,27.5252,Gxy,-,16.13,,2.98893,0.480405,537004,0.49,0.44,169.2,3,35076,PGC,,,,,
11.4162,7.62732,Gxy,-,16.2,,2.98876,0.133122,537005,0.48,0.39,23.1,3,35078,PGC,,,,,
11.4149,42.2411,Gxy,-,16.62,,2.98842,0.737247,537006,0.47,0.28,166,3,35079,PGC,,,,,
11.4174,56.6986,Gxy,-,16.12,,2.98906,0.989576,537007,0.68,0.48,111.1,3,35081,PGC,,,,,
11.4164,64.3139,Gxy,-,16.06,,2.98882,1.12249,537008,0.79,0.51,100.5,3,35082,PGC,,,,,
11.4163,47.1435,Gxy,-,16.04,,2.98878,0.822809,537009,0.85,0.34,5.5,3,35085,PGC,,,,,
11.4204,2.57958,Gxy,-,16.18,,2.98985,0.0450222,537010,0.59,0.2,20.1,3,35093,PGC,,,,,
11.403,-32.5114,Gxy,-,16.78,,2.9853,-0.567432,537011,0.79,0.28,116.8,3,35022,PGC,439-004,ESO,,,
11.4121,77.4304,Gxy,-,16.19,,2.98767,1.35142,537012,0.76,0.26,114.3,3,35023,PGC,06404,UGC,,,
11.4056,-20.0644,Gxy,-,16.7,,2.98599,-0.350191,537013,0.65,0.47,,3,35031,PGC,570-022,ESO,,,
11.4069,57.3009,Gxy,-,16.12,,2.98633,1.00009,537014,0.69,0.48,55.4,3,35032,PGC,,,,,
11.4071,3.14498,Gxy,-,16.35,,2.98637,0.0548903,537015,0.91,0.14,145.2,3,35037,PGC,06417,UGC,,,
11.3786,80.9261,Gxy,-,16.24,,2.97891,1.41243,537016,0.56,0.48,143,3,34994,PGC,,,,,
11.4015,7.57756,Gxy,-,16.11,,2.98491,0.132253,537017,0.65,0.44,94.8,3,35004,PGC,,,,,
11.4011,-7.28865,Gxy,-,16.1,,2.9848,-0.127211,537018,0.49,0.3,7.5,3,35012,PGC,,,,,
11.3838,38.52,Gxy,-,16.31,,2.98027,0.672301,537019,0.62,0.3,20.3,3,34951,PGC,,,,,
11.3863,2.65079,Gxy,-,16.12,,2.98093,0.046265,537020,0.43,0.27,4.9,3,34955,PGC,,,,,
11.386,35.6855,Gxy,-,16.84,,2.98086,0.62283,537021,0.69,0.48,8.6,3,34959,PGC,,,,,
11.3878,67.1086,Gxy,-,16.7,,2.98133,1.17127,537022,0.56,0.5,165.8,3,34961,PGC,,,,,
11.3923,53.4682,Gxy,-,16.22,,2.98249,0.933197,537023,0.5,0.34,109.8,3,34974,PGC,,,,,
11.3912,27.5103,Gxy,-,16.47,,2.98221,0.480146,537024,0.44,0.4,,3,34978,PGC,,,,,
11.3917,27.1026,Gxy,-,16.56,,2.98233,0.473029,537025,0.54,0.31,16.1,3,34979,PGC,,,,,
11.3933,30.0378,Gxy,-,16.18,,2.98275,0.524258,537026,0.62,0.33,27.6,3,34983,PGC,,,,,
8.09667,88.1607,Gxy,-,16.9,,2.1197,1.53869,537027,0.65,0.22,113.5,3,22831,PGC,,,,,
11.3785,48.9557,Gxy,-,16.2,,2.9789,0.854438,537028,0.68,0.34,102,3,34919,PGC,,,,,
11.3793,7.52045,Gxy,-,16.08,,2.97909,0.131257,537029,0.68,0.31,102.2,3,34921,PGC,,,,,
11.3789,40.8571,Gxy,-,16.8,,2.97899,0.71309,537030,0.48,0.29,173.8,3,34926,PGC,,,,,
8.09725,6.08476,Gxy,-,16.42,,2.11986,0.106199,537031,1.1,0.19,126.7,3,22731,PGC,04217,UGC,,,
11.3849,5.57762,Gxy,-,16.34,,2.98057,0.0973478,537032,0.54,0.26,67.9,3,34949,PGC,,,,,
11.371,28.0865,Gxy,-,16.45,,2.97692,0.490202,537033,0.45,0.32,159.1,3,34885,PGC,,,,,
11.3739,58.0299,Gxy,-,16.8,,2.97767,1.01281,537034,0.47,0.28,56.9,3,34897,PGC,,,,,
11.3759,56.8332,Gxy,-,16.28,,2.97822,0.991926,537035,0.48,0.44,,3,34910,PGC,,,,,
11.3769,67.1715,Gxy,-,16.86,,2.97847,1.17236,537036,0.37,0.35,,3,34914,PGC,,,,,
11.3776,0.72055,Gxy,-,16.27,,2.97864,0.012576,537037,0.49,0.28,73.3,3,34918,PGC,,,,,
11.3635,29.4456,Gxy,-,16.47,,2.97495,0.513922,537038,0.43,0.35,37.3,3,34845,PGC,,,,,
11.3654,5.60999,Gxy,-,16.1,,2.97545,0.0979128,537039,0.74,0.24,172.2,3,34849,PGC,,,,,
11.3651,-48.0522,Gxy,-,16.64,,2.97539,-0.838668,537040,0.79,0.16,59.3,3,34851,PGC,216-007,ESO,,,
11.366,66.6942,Gxy,-,16.61,,2.97561,1.16403,537041,0.59,0.54,,3,34854,PGC,,,,,
11.367,30.5027,Gxy,-,16.97,,2.97588,0.532373,537042,0.55,0.32,106,3,34862,PGC,,,,,
11.3691,3.41104,Gxy,-,16.09,,2.97642,0.0595339,537043,0.44,0.25,122,3,34867,PGC,,,,,
11.3685,17.7533,Gxy,-,16.37,,2.97626,0.309854,537044,0.68,0.43,176,3,34871,PGC,,,,,
11.3701,56.8246,Gxy,-,16.97,,2.97667,0.991776,537045,0.47,0.36,116.2,3,34884,PGC,,,,,
11.3606,2.90322,Gxy,-,16.01,,2.9742,0.0506707,537046,0.32,0.3,,3,34816,PGC,,,,,
11.3618,3.57359,Gxy,-,16.13,,2.97451,0.0623709,537047,0.72,0.21,116.7,3,34828,PGC,,,,,
11.3625,38.4525,Gxy,-,16.1,,2.97471,0.671123,537048,0.74,0.35,28.4,3,34835,PGC,,,,,
11.3631,4.11963,Gxy,-,16.13,,2.97484,0.0719011,537049,0.43,0.19,103.4,3,34842,PGC,,,,,
11.3677,55.7423,Gxy,-,16.09,,2.97606,0.972886,537050,0.55,0.36,152,3,34769,PGC,,,,,
11.3512,-46.4906,Gxy,-,16.51,,2.97173,-0.811414,537051,0.55,0.29,117.3,3,34775,PGC,265-026,ESO,,,
11.3519,-78.4173,Gxy,-,16.84,,2.97191,-1.36864,537052,0.78,0.21,60,3,34779,PGC,020-001,ESO,,,
11.3591,44.5972,Gxy,-,16.27,,2.9738,0.778368,537053,0.74,0.44,147.4,3,34805,PGC,,,,,
11.3455,46.8211,Gxy,-,16.57,,2.97025,0.817182,537054,0.56,0.26,156.6,3,34732,PGC,,,,,
11.3446,33.109,Gxy,-,16.11,,2.97001,0.577862,537055,1.12,0.19,18.2,3,34735,PGC,06357,UGC,,,
11.3468,0.58065,Gxy,-,16.01,,2.97058,0.0101343,537056,0.66,0.42,26.9,3,34742,PGC,,,,,
11.3481,46.8193,Gxy,-,16.65,,2.97093,0.817151,537057,0.5,0.39,16.6,3,34743,PGC,,,,,
11.3496,56.9291,Gxy,-,16.04,,2.97132,0.993599,537058,1.02,0.27,159.1,3,34753,PGC,,,,,
11.3293,57.8457,Gxy,-,16.13,,2.96601,1.0096,537059,0.62,0.28,52,3,34661,PGC,,,,,
11.3504,-46.4788,Gxy,-,16.44,,2.97153,-0.811208,537060,0.59,0.44,82.3,3,34766,PGC,,,,,
11.3363,-0.27553,Gxy,-,16.69,,2.96783,-0.0048089,537061,0.37,0.22,166.4,3,34690,PGC,,,,,
11.3373,72.8519,Gxy,-,16,,2.9681,1.27151,537062,0.55,0.47,28.5,3,34693,PGC,,,,,
11.3401,28.2982,Gxy,-,16.55,,2.96883,0.493896,537063,0.43,0.33,64.9,3,34707,PGC,,,,,
11.3418,6.24687,Gxy,-,16.35,,2.96926,0.109028,537064,0.63,0.15,94,3,34713,PGC,,,,,
11.343,-27.6261,Gxy,-,16.3,,2.9696,-0.482166,537065,0.85,0.38,112.9,3,34723,PGC,503-015,ESO,,,
7.98933,59.4412,Gxy,-,16.07,,2.0916,1.03744,537066,0.98,0.32,159.3,3,22384,PGC,,,,,
11.3266,63.0017,Gxy,-,16.25,,2.96531,1.09959,537067,0.93,0.31,176.7,3,34664,PGC,,,,,
11.3285,54.0266,Gxy,-,16.25,,2.96579,0.942943,537068,0.81,0.2,143.7,3,34667,PGC,,,,,
11.3323,-1.48008,Gxy,-,16.19,,2.96679,-0.0258323,537069,0.56,0.2,91,3,34678,PGC,,,,,
11.3347,47.2359,Gxy,-,16.41,,2.96743,0.824423,537070,0.76,0.46,144.6,3,34679,PGC,,,,,
11.3339,47.2397,Gxy,-,16.7,,2.96721,0.824488,537071,0.54,0.37,103.3,3,34680,PGC,,,,,
11.3195,57.2086,Gxy,-,16.29,,2.96344,0.998479,537072,0.54,0.33,103.1,3,34621,PGC,,,,,
11.3188,6.57631,Gxy,-,16.36,,2.96325,0.114778,537073,0.36,0.24,135.7,3,34622,PGC,,,,,
11.32,31.0281,Gxy,-,16.64,,2.96357,0.541542,537074,0.43,0.33,6.8,3,34624,PGC,,,,,
11.3238,32.3164,Gxy,-,16.26,,2.96455,0.564028,537075,0.65,0.3,80.8,3,34647,PGC,,,,,
11.3252,54.4608,Gxy,-,16.57,,2.96494,0.950521,537076,0.51,0.27,115.5,3,34650,PGC,,,,,
11.3248,1.61957,Gxy,-,16.01,,2.96484,0.0282668,537077,0.58,0.42,176,3,34652,PGC,,,,,
11.3252,27.197,Gxy,-,16.39,,2.96494,0.474678,537078,0.46,0.42,,3,34657,PGC,,,,,
11.311,57.8433,Gxy,-,16.77,,2.96122,1.00956,537079,0.52,0.18,22.2,3,34592,PGC,,,,,
11.3118,54.9555,Gxy,-,16.48,,2.96143,0.959154,537080,0.72,0.2,17.3,3,34596,PGC,,,,,
11.3157,3.59078,Gxy,-,16.2,,2.96244,0.0626709,537081,0.42,0.34,89.6,3,34607,PGC,,,,,
11.3152,28.7254,Gxy,-,16.71,,2.96231,0.501353,537082,0.48,0.32,101.6,3,34609,PGC,,,,,
11.3159,-29.4222,Gxy,-,16.12,,2.96248,-0.513515,537083,0.81,0.24,117.2,3,34614,PGC,438-021,ESO,,,
11.3041,-52.3479,Gxy,-,16.09,,2.95941,-0.913644,537084,0.81,0.32,35,3,34550,PGC,216-004,ESO,,,
11.3058,53.7527,Gxy,-,16.31,,2.95984,0.938162,537085,0.52,0.26,136.3,3,34559,PGC,,,,,
11.3062,27.202,Gxy,-,16.11,,2.95996,0.474765,537086,0.66,0.55,36.2,3,34563,PGC,,,,,
11.3064,60.5276,Gxy,-,16.55,,2.96002,1.05641,537087,0.44,0.38,68.1,3,34564,PGC,,,,,
11.3076,57.5886,Gxy,-,16.13,,2.96031,1.00511,537088,0.62,0.42,145.4,3,34565,PGC,,,,,
11.3072,63.0877,Gxy,-,16.75,,2.96022,1.10109,537089,0.51,0.17,75.1,3,34569,PGC,,,,,
11.3092,32.1721,Gxy,-,16.91,,2.96075,0.561509,537090,0.32,0.22,29.8,3,34577,PGC,,,,,
11.2974,26.6575,Gxy,-,16.18,,2.95766,0.465262,537091,0.58,0.45,50.6,3,34516,PGC,,,,,
11.2993,27.9605,Gxy,-,16.36,,2.95815,0.488003,537092,0.69,0.46,89.3,3,34525,PGC,,,,,
11.3034,3.80387,Gxy,-,16.11,,2.95923,0.0663901,537093,0.55,0.16,153.6,3,34541,PGC,,,,,
11.3031,31.9766,Gxy,-,16.2,,2.95913,0.558097,537094,0.54,0.2,90.9,3,34543,PGC,,,,,
11.3031,30.4093,Gxy,-,16.73,,2.95914,0.530742,537095,0.66,0.3,17.2,3,34545,PGC,,,,,
11.2943,27.0899,Gxy,-,16.05,,2.95683,0.472807,537096,0.93,0.29,90.9,3,34495,PGC,06308,UGC,,,
11.2966,2.5314,Gxy,-,16.09,,2.95744,0.0441813,537097,0.51,0.41,92.5,3,34498,PGC,,,,,
11.2948,-35.9853,Gxy,-,16.51,,2.95697,-0.628062,537098,0.95,0.19,12.8,3,34499,PGC,377-036,ESO,,,
11.2952,27.8444,Gxy,-,16.72,,2.95707,0.485976,537099,0.43,0.41,,3,34503,PGC,,,,,
11.2963,-50.3798,Gxy,-,16.51,,2.95735,-0.879294,537100,0.76,0.35,164,3,34507,PGC,216-001,ESO,,,
11.2994,57.1463,Gxy,-,16.59,,2.95817,0.997391,537101,0.4,0.31,133,3,34509,PGC,,,,,
11.2976,33.6618,Gxy,-,16.04,,2.9577,0.58751,537102,0.91,0.24,29.6,3,34512,PGC,,,,,
11.2981,54.6468,Gxy,-,16.28,,2.95783,0.953767,537103,0.54,0.32,131.2,3,34515,PGC,,,,,
11.2861,25.8441,Gxy,-,16.15,,2.95469,0.451064,537104,0.74,0.26,157.8,3,34454,PGC,,,,,
11.2863,3.0279,Gxy,-,16.16,,2.95474,0.0528468,537105,0.56,0.19,66.2,3,34455,PGC,,,,,
11.2879,29.3359,Gxy,-,16.71,,2.95515,0.512008,537106,0.32,0.25,129.5,3,34462,PGC,,,,,
11.2887,2.88166,Gxy,-,16.99,,2.95538,0.0502945,537107,0.32,0.26,77.1,3,34463,PGC,,,,,
11.2919,51.9664,Gxy,-,16.12,,2.95621,0.906984,537108,0.66,0.22,13,3,34474,PGC,,,,,
11.2772,-1.0275,Gxy,-,16.21,,2.95237,-0.0179333,537109,0.58,0.21,57.3,3,34408,PGC,,,,,
11.2787,31.3204,Gxy,-,16.68,,2.95275,0.546645,537110,0.59,0.4,155.6,3,34412,PGC,,,,,
11.2818,4.72071,Gxy,-,16.05,,2.95356,0.0823919,537111,0.44,0.32,163,3,34422,PGC,,,,,
11.2822,5.00516,Gxy,-,16.12,,2.95366,0.0873565,537112,0.69,0.51,170.3,3,34423,PGC,,,,,
11.2817,59.5297,Gxy,-,16.61,,2.95353,1.03899,537113,0.4,0.26,40.1,3,34424,PGC,,,,,
11.2837,-45.7747,Gxy,-,16.41,,2.95406,-0.798919,537114,0.83,0.28,13.9,3,34437,PGC,265-021,ESO,,,
11.2831,-1.23717,Gxy,-,16.21,,2.95392,-0.0215927,537115,0.38,0.28,24,3,34441,PGC,,,,,
11.2844,41.2049,Gxy,-,16.64,,2.95424,0.719162,537116,0.31,0.27,,3,34442,PGC,,,,,
11.2736,0.78191,Gxy,-,16.03,,2.95142,0.0136469,537117,0.66,0.35,105.4,3,34381,PGC,,,,,
11.2737,59.1258,Gxy,-,16.46,,2.95144,1.03194,537118,0.39,0.3,19.1,3,34390,PGC,,,,,
11.2752,29.2288,Gxy,-,16.41,,2.95185,0.51014,537119,0.43,0.36,100.7,3,34384,PGC,,,,,
11.2739,-28.8633,Gxy,-,16.37,,2.95151,-0.50376,537120,0.41,0.26,85,3,34391,PGC,,,,,
11.2722,63.8054,Gxy,-,16.72,,2.95106,1.11361,537121,0.58,0.38,157,3,34389,PGC,,,,,
11.2746,29.2859,Gxy,-,16,,2.95168,0.511136,537122,0.55,0.45,132,3,34394,PGC,,,,,
11.2744,29.1871,Gxy,-,16.49,,2.95163,0.509411,537123,0.47,0.37,132.4,3,34395,PGC,,,,,
11.2743,29.1923,Gxy,-,16.4,,2.9516,0.509501,537124,0.38,0.28,13.8,3,34396,PGC,,,,,
11.2756,28.7764,Gxy,-,16.07,,2.95196,0.502243,537125,0.42,0.28,143.3,3,34400,PGC,,,,,
11.2629,28.5397,Gxy,-,16.99,,2.94863,0.498111,537126,0.49,0.4,118.4,3,34347,PGC,,,,,
11.259,29.5276,Gxy,-,16.46,,2.94761,0.515353,537127,0.43,0.39,,3,34334,PGC,,,,,
11.2602,30.4228,Gxy,-,16.91,,2.94791,0.530978,537128,0.5,0.42,113.8,3,34339,PGC,,,,,
11.2656,-41.6888,Gxy,-,16.54,,2.94934,-0.727606,537129,1.29,0.14,77.2,3,34358,PGC,319-009,ESO,,,
11.2665,4.66537,Gxy,-,16.21,,2.94955,0.0814261,537130,0.78,0.16,56.9,3,34361,PGC,,,,,
10.8099,22.2498,Gxy,-,16.28,,2.83003,0.388333,537131,0.81,0.72,,3,32313,PGC,,,,,
11.2687,-3.69851,Gxy,-,16.18,,2.95013,-0.0645512,537132,0.69,0.26,110.5,3,34372,PGC,,,,,
11.2555,54.388,Gxy,-,16.4,,2.94669,0.94925,537133,0.54,0.36,176.8,3,34304,PGC,,,,,
11.2547,29.8767,Gxy,-,16.95,,2.94648,0.521447,537134,0.37,0.33,59.7,3,34314,PGC,,,,,
11.2561,0.11545,Gxy,-,16.08,,2.94685,0.002015,537135,0.42,0.33,146.6,3,34319,PGC,,,,,
11.2577,-16.94,Gxy,-,16.46,,2.94727,-0.295659,537136,0.62,0.44,126,3,34323,PGC,,,,,
11.2571,-83.5744,Gxy,-,16.16,,2.9471,-1.45865,537137,0.62,0.27,43.1,3,34328,PGC,007-005,ESO,,,
11.2579,31.7989,Gxy,-,16.48,,2.94732,0.554996,537138,0.5,0.4,25,3,34329,PGC,,,,,
11.243,39.4895,Gxy,-,16.72,,2.94341,0.689221,537139,0.56,0.38,83.8,3,34263,PGC,,,,,
11.2493,61.1538,Gxy,-,16.24,,2.94507,1.06734,537140,0.58,0.49,121.1,3,34287,PGC,,,,,
11.2447,4.01101,Gxy,-,16.12,,2.94385,0.0700053,537141,0.43,0.22,10.7,3,34265,PGC,,,,,
11.247,27.2363,Gxy,-,16.58,,2.94445,0.475364,537142,0.43,0.35,,3,34274,PGC,,,,,
11.2471,50.323,Gxy,-,16.51,,2.94447,0.878302,537143,0.46,0.31,70,3,34277,PGC,,,,,
11.249,16.824,Gxy,-,16.13,,2.94498,0.293635,537144,0.66,0.56,135.9,3,34282,PGC,,,,,
11.2515,61.0817,Gxy,-,16.09,,2.94563,1.06608,537145,0.49,0.47,,3,34286,PGC,,,,,
11.2389,52.5529,Gxy,-,16.73,,2.94234,0.917221,537146,0.46,0.23,161.4,3,34228,PGC,,,,,
11.2389,4.02059,Gxy,-,16.1,,2.94234,0.0701725,537147,0.65,0.22,104.4,3,34235,PGC,,,,,
11.2407,4.08466,Gxy,-,16.11,,2.94282,0.0712908,537148,0.47,0.25,159.4,3,34241,PGC,,,,,
11.2401,4.16024,Gxy,-,16.15,,2.94265,0.0726099,537149,0.36,0.23,5.3,3,34242,PGC,,,,,
11.24,-42.9879,Gxy,-,16.72,,2.94262,-0.750281,537150,0.65,0.54,11.3,3,34244,PGC,265-017,ESO,,,
11.2421,-29.5947,Gxy,-,16.66,,2.94318,-0.516526,537151,0.47,0.3,65,3,34252,PGC,,,,,
11.2429,28.9199,Gxy,-,16.88,,2.94338,0.504748,537152,0.46,0.26,68.6,3,34253,PGC,,,,,
11.2434,7.99777,Gxy,-,16.43,,2.94351,0.139587,537153,0.33,0.24,149.7,3,34255,PGC,,,,,
11.2429,-45.5579,Gxy,-,16.49,,2.94339,-0.795135,537154,0.59,0.38,160,3,34256,PGC,,,,,
11.2308,6.89843,Gxy,-,16.47,,2.94022,0.1204,537155,0.65,0.16,106.7,3,34196,PGC,,,,,
11.231,16.9285,Gxy,-,16.35,,2.94028,0.295458,537156,0.63,0.44,30,3,34200,PGC,,,,,
11.234,36.695,Gxy,-,16.43,,2.94105,0.640448,537157,0.66,0.35,133.9,3,34216,PGC,,,,,
11.2241,51.7899,Gxy,-,16.53,,2.93846,0.903904,537158,0.41,0.36,139.7,3,34150,PGC,,,,,
11.221,7.83329,Gxy,-,16.22,,2.93766,0.136717,537159,0.5,0.4,,3,34153,PGC,,,,,
11.2194,56.9762,Gxy,-,16.93,,2.93724,0.994423,537160,0.41,0.27,40.8,3,34154,PGC,,,,,
11.2254,35.8877,Gxy,-,16.29,,2.9388,0.626359,537161,0.62,0.3,158.1,3,34179,PGC,,,,,
11.2273,-32.333,Gxy,-,16.12,,2.93931,-0.564317,537162,0.56,0.44,24.1,3,34186,PGC,,,,,
11.214,23.2565,Gxy,-,16.2,,2.93582,0.405903,537163,0.36,0.14,41.8,3,34121,PGC,06246,UGC,,,
11.2157,55.6834,Gxy,-,16.16,,2.93627,0.971859,537164,0.59,0.35,60.7,3,34128,PGC,,,,,
11.216,30.1745,Gxy,-,16.44,,2.93633,0.526645,537165,0.5,0.3,103.3,3,34131,PGC,,,,,
11.2156,0.16543,Gxy,-,16.48,,2.93625,0.0028873,537166,0.66,0.36,116.9,3,34132,PGC,,,,,
