ra,dec,type,const,mag,name,rarad,decrad,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
11.2179,30.4104,Gxy,-,16.62,,2.93684,0.530761,537167,0.48,0.36,5,3,34137,PGC,,,,,
11.2184,5.23419,Gxy,-,16.11,,2.93698,0.0913538,537168,0.59,0.33,14.4,3,34140,PGC,,,,,
11.21,4.97292,Gxy,-,16.41,,2.93476,0.0867938,537169,0.46,0.19,3.9,3,34097,PGC,,,,,
11.2095,-10.2893,Gxy,-,16.11,,2.93463,-0.179583,537170,0.49,0.35,147.7,3,34102,PGC,,,,,
11.21,-33.3338,Gxy,-,16.51,,2.93477,-0.581785,537171,0.74,0.23,107.8,3,34104,PGC,377-025,ESO,,,
11.212,28.2828,Gxy,-,16.02,,2.93531,0.493628,537172,0.79,0.41,48,3,34111,PGC,,,,,
11.2114,13.4174,Gxy,-,16.09,,2.93513,0.234178,537173,0.85,0.38,141.6,3,34112,PGC,,,,,
11.2122,57.2745,Gxy,-,16.47,,2.93534,0.999628,537174,0.47,0.42,141.4,3,34113,PGC,,,,,
11.2153,53.3289,Gxy,-,16.6,,2.93615,0.930765,537175,0.58,0.32,47.7,3,34114,PGC,,,,,
11.2139,45.0636,Gxy,-,16.52,,2.93578,0.786509,537176,0.72,0.28,144.1,3,34115,PGC,,,,,
11.2143,56.2448,Gxy,-,16.66,,2.93589,0.981657,537177,0.55,0.32,36.1,3,34117,PGC,,,,,
11.1984,52.0692,Gxy,-,16.04,,2.93172,0.908779,537178,0.68,0.25,99.9,3,34050,PGC,,,,,
11.1925,27.6016,Gxy,-,16.97,,2.93018,0.481739,537179,0.39,0.26,49.9,3,34053,PGC,,,,,
11.1972,27.2329,Gxy,-,16.78,,2.93142,0.475303,537180,0.45,0.26,24.5,3,34055,PGC,,,,,
11.1994,28.335,Gxy,-,16.74,,2.93199,0.494539,537181,0.42,0.33,100.1,3,34063,PGC,,,,,
11.2005,29.8272,Gxy,-,16.67,,2.93228,0.520584,537182,0.47,0.36,147,3,34065,PGC,,,,,
11.2011,27.5669,Gxy,-,16.29,,2.93244,0.481133,537183,0.54,0.3,129.4,3,34070,PGC,,,,,
11.203,41.0375,Gxy,-,16.13,,2.93294,0.71624,537184,0.72,0.44,26,3,34077,PGC,,,,,
11.2023,27.5711,Gxy,-,16.24,,2.93276,0.481207,537185,0.51,0.34,80.2,3,34079,PGC,,,,,
11.1902,7.0099,Gxy,-,16.46,,2.92958,0.122346,537186,0.51,0.23,65.6,3,34016,PGC,,,,,
11.1944,40.8401,Gxy,-,16.03,,2.93068,0.712794,537187,0.65,0.53,173.8,3,34041,PGC,,,,,
11.1924,7.51376,Gxy,-,16.2,,2.93017,0.13114,537188,0.38,0.23,17.3,3,34027,PGC,,,,,
11.1942,9.69621,Gxy,-,16.34,,2.93063,0.169231,537189,0.49,0.43,42.2,3,34037,PGC,,,,,
11.1849,3.7494,Gxy,-,16.12,,2.9282,0.0654394,537190,0.42,0.28,68.5,3,33977,PGC,,,,,
11.1854,4.33783,Gxy,-,16.09,,2.92834,0.0757094,537191,0.39,0.28,87.9,3,33979,PGC,,,,,
11.186,32.4403,Gxy,-,16.15,,2.92849,0.566191,537192,0.5,0.4,16.7,3,33985,PGC,,,,,
11.1861,0.62522,Gxy,-,16.14,,2.92852,0.0109121,537193,1.1,0.26,156.8,3,33986,PGC,06226,UGC,,,
11.1884,35.3851,Gxy,-,16.07,,2.92913,0.617586,537194,0.37,0.22,57.4,3,34001,PGC,,,,,
11.1806,-47.0484,Gxy,-,16.21,,2.92707,-0.821149,537195,1.26,0.18,117.6,3,33955,PGC,265-014,ESO,,,
11.1824,4.7294,Gxy,-,16.6,,2.92755,0.0825436,537196,0.49,0.19,109.2,3,33958,PGC,,,,,
11.1749,29.4413,Gxy,-,16.45,,2.92558,0.513848,537197,0.45,0.28,166,3,33912,PGC,,,,,
11.1751,35.9438,Gxy,-,16.54,,2.92564,0.627338,537198,0.52,0.25,151.6,3,33913,PGC,,,,,
11.1771,4.19133,Gxy,-,16.04,,2.92615,0.0731525,537199,0.42,0.25,154,3,33918,PGC,,,,,
11.1767,-48.2221,Gxy,-,16.23,,2.92605,-0.841635,537200,0.81,0.27,146.6,3,33921,PGC,215-030,ESO,,,
11.1777,28.707,Gxy,-,16.88,,2.92632,0.501032,537201,0.44,0.26,37.1,3,33933,PGC,,,,,
11.1787,1.22778,Gxy,-,16.14,,2.92658,0.0214288,537202,0.47,0.2,103.5,3,33942,PGC,,,,,
11.1813,5.09051,Gxy,-,16.3,,2.92727,0.0888462,537203,0.51,0.27,149.4,3,33945,PGC,,,,,
11.1669,-46.1246,Gxy,-,16.96,,2.92349,-0.805025,537204,0.89,0.25,59.4,3,33877,PGC,265-010,ESO,,,
11.1671,45.4389,Gxy,-,16.12,,2.92354,0.793058,537205,0.41,0.36,146.9,3,33879,PGC,,,,,
11.1689,3.44438,Gxy,-,16.18,,2.92401,0.0601158,537206,0.43,0.23,63.5,3,33882,PGC,,,,,
11.1686,28.3437,Gxy,-,16.88,,2.92392,0.494691,537207,0.33,0.26,171.4,3,33884,PGC,,,,,
11.1693,-45.6403,Gxy,-,16.86,,2.92411,-0.796574,537208,1,0.19,122.1,3,33885,PGC,265-012,ESO,,,
11.1692,28.612,Gxy,-,16.45,,2.92409,0.499373,537209,0.46,0.33,68.7,3,33887,PGC,,,,,
11.1699,-69.4081,Gxy,-,16.51,,2.92427,-1.2114,537210,0.78,0.18,163,3,33888,PGC,063-007,ESO,,,
11.1705,60.2798,Gxy,-,16.48,,2.92442,1.05208,537211,0.52,0.4,0,3,33889,PGC,,,,,
11.1734,-48.1668,Gxy,-,16.4,,2.92519,-0.840668,537212,0.91,0.17,10,3,33906,PGC,215-029,ESO,,,
11.1636,35.4311,Gxy,-,16.26,,2.92264,0.618389,537213,0.58,0.55,,3,33854,PGC,,,,,
11.1667,59.2155,Gxy,-,16.66,,2.92343,1.03351,537214,0.47,0.3,22.8,3,33858,PGC,,,,,
11.1658,7.76026,Gxy,-,16.43,,2.9232,0.135442,537215,0.42,0.29,141.8,3,33861,PGC,,,,,
11.1653,38.2496,Gxy,-,16.93,,2.92308,0.667581,537216,0.4,0.16,115.8,3,33864,PGC,,,,,
11.1556,-30.3638,Gxy,-,16.32,,2.92054,-0.529948,537217,0.39,0.25,50,3,33810,PGC,,,,,
11.1576,-74.9201,Gxy,-,16.33,,2.92105,-1.3076,537218,0.65,0.3,1,3,33819,PGC,,,,,
11.1628,49.4113,Gxy,-,16.2,,2.92242,0.862389,537219,0.78,0.39,124.4,3,33834,PGC,,,,,
11.1445,0.26709,Gxy,-,16.55,,2.91763,0.0046616,537220,0.81,0.43,61.2,3,33768,PGC,,,,,
11.1455,58.7706,Gxy,-,16.15,,2.91788,1.02574,537221,0.69,0.26,71.9,3,33769,PGC,,,,,
11.144,35.0775,Gxy,-,16.45,,2.9175,0.612219,537222,0.65,0.4,94.8,3,33770,PGC,,,,,
11.1484,5.3833,Gxy,-,16.12,,2.91863,0.0939563,537223,0.39,0.27,172.3,3,33774,PGC,,,,,
11.1479,60.1371,Gxy,-,16.37,,2.91851,1.04959,537224,0.56,0.29,118.6,3,33776,PGC,,,,,
11.1492,60.1466,Gxy,-,16.66,,2.91885,1.04976,537225,0.49,0.25,78,3,33778,PGC,,,,,
11.1479,29.8013,Gxy,-,16.19,,2.9185,0.520131,537226,0.55,0.47,88.6,3,33780,PGC,,,,,
11.1489,-40.5808,Gxy,-,16.21,,2.91878,-0.708269,537227,0.72,0.33,144.7,3,33787,PGC,319-006,ESO,,,
11.1497,-36.1156,Gxy,-,16.23,,2.91899,-0.630335,537228,0.39,0.32,85.9,3,33789,PGC,377-014,ESO,,,
11.1532,53.3611,Gxy,-,16.12,,2.9199,0.931328,537229,0.95,0.22,9.1,3,33793,PGC,,,,,
11.1507,27.4643,Gxy,-,16.5,,2.91926,0.479342,537230,0.39,0.36,,3,33795,PGC,,,,,
11.1398,28.6222,Gxy,-,16.81,,2.91639,0.499552,537231,0.65,0.28,134.7,3,33746,PGC,,,,,
11.1398,-43.3117,Gxy,-,16.43,,2.9164,-0.755933,537232,0.69,0.36,76.6,3,33748,PGC,265-008,ESO,,,
11.1402,-30.8664,Gxy,-,16.15,,2.91649,-0.538719,537233,0.93,0.39,153.2,3,33751,PGC,438-004,ESO,,,
11.1419,31.1738,Gxy,-,16.08,,2.91695,0.544086,537234,0.74,0.35,132.3,3,33756,PGC,,,,,
11.1413,33.648,Gxy,-,16.3,,2.91678,0.587268,537235,0.63,0.41,7.4,3,33757,PGC,,,,,
11.1438,77.2886,Gxy,-,16.52,,2.91743,1.34894,537236,0.46,0.24,155,3,33763,PGC,,,,,
11.1306,35.6849,Gxy,-,16.06,,2.91397,0.622819,537237,0.51,0.26,102.4,3,33706,PGC,,,,,
11.133,63.9263,Gxy,-,16.16,,2.9146,1.11572,537238,1.48,0.66,152.3,3,33709,PGC,06179,UGC,,,
11.1327,2.04844,Gxy,-,16.56,,2.91454,0.035752,537239,0.6,0.32,111,3,33717,PGC,,,,,
11.1332,2.72077,Gxy,-,16.01,,2.91467,0.0474864,537240,0.46,0.35,76.5,3,33718,PGC,,,,,
11.1374,28.4143,Gxy,-,16.33,,2.91577,0.495924,537241,0.58,0.46,12.4,3,33732,PGC,,,,,
11.1235,40.5532,Gxy,-,16.19,,2.91212,0.707787,537242,0.83,0.21,74.4,3,33679,PGC,,,,,
11.1227,69.5244,Gxy,-,16.48,,2.9119,1.21343,537243,0.35,0.33,,3,33684,PGC,,,,,
11.1256,23.3797,Gxy,-,16.01,,2.91266,0.408052,537244,0.76,0.74,,3,33685,PGC,,,,,
11.1249,34.1338,Gxy,-,16.21,,2.91249,0.595747,537245,0.46,0.32,32.8,3,33687,PGC,,,,,
11.1268,-39.9729,Gxy,-,16.26,,2.91298,-0.697658,537246,0.69,0.25,36,3,33693,PGC,319-004,ESO,,,
11.1278,-2.93825,Gxy,-,16.13,,2.91326,-0.0512821,537247,0.54,0.34,72,3,33694,PGC,,,,,
11.1287,3.26924,Gxy,-,16.16,,2.9135,0.057059,537248,0.38,0.33,4.3,3,33695,PGC,,,,,
11.13,-40.6471,Gxy,-,16.9,,2.91382,-0.709425,537249,0.63,0.21,176.8,3,33700,PGC,319-005,ESO,,,
11.1307,10.8062,Gxy,-,16.21,,2.91402,0.188604,537250,0.34,0.26,35.4,3,33702,PGC,,,,,
11.115,6.03257,Gxy,-,16.7,,2.9099,0.105288,537251,0.35,0.18,66.9,3,33632,PGC,,,,,
11.1173,2.62665,Gxy,-,16.09,,2.91049,0.0458437,537252,0.68,0.49,57,3,33639,PGC,,,,,
11.1185,57.0706,Gxy,-,16.07,,2.91081,0.99607,537253,0.58,0.37,145.8,3,33649,PGC,,,,,
11.1196,-39.8995,Gxy,-,16.68,,2.9111,-0.696378,537254,0.83,0.28,131.8,3,33650,PGC,319-003,ESO,,,
11.1218,8.05515,Gxy,-,16.64,,2.91168,0.140589,537255,0.35,0.27,14.2,3,33653,PGC,,,,,
11.1216,8.07647,Gxy,-,17,,2.91162,0.140961,537256,0.41,0.34,73.9,3,33654,PGC,,,,,
11.1213,22.9469,Gxy,-,16.85,,2.91155,0.400499,537257,0.44,0.35,70.7,3,33664,PGC,,,,,
11.115,42.4481,Gxy,-,16.54,,2.90991,0.740859,537258,0.46,0.37,58.4,3,33666,PGC,,,,,
11.1118,53.2229,Gxy,-,16.27,,2.90906,0.928915,537259,0.54,0.31,74.7,3,33610,PGC,,,,,
11.1107,26.8884,Gxy,-,16.87,,2.90878,0.469291,537260,0.47,0.31,137.4,3,33614,PGC,,,,,
11.103,31.6153,Gxy,-,16.11,,2.90676,0.551791,537261,0.69,0.49,118.1,3,33575,PGC,,,,,
11.1078,54.2718,Gxy,-,16.38,,2.90802,0.947222,537262,0.6,0.36,165.4,3,33583,PGC,,,,,
11.1075,11.4137,Gxy,-,16,,2.90794,0.199207,537263,0.66,0.41,49.3,3,33588,PGC,,,,,
11.1081,44.851,Gxy,-,16.62,,2.90808,0.782798,537264,0.42,0.27,147.7,3,33595,PGC,,,,,
11.1082,-42.1377,Gxy,-,16.12,,2.90811,-0.735441,537265,0.65,0.59,,3,33596,PGC,319-002,ESO,,,
11.1087,-35.0381,Gxy,-,16.64,,2.90824,-0.611531,537266,0.89,0.19,174,3,33598,PGC,377-008,ESO,,,
11.0928,-9.90856,Gxy,-,16.14,,2.90409,-0.172937,537267,0.65,0.24,48,3,33519,PGC,,,,,
11.0923,-50.673,Gxy,-,16.72,,2.90396,-0.884411,537268,0.35,0.17,9.7,3,33522,PGC,,,,,
11.0935,46.1734,Gxy,-,16.29,,2.90428,0.805877,537269,0.98,0.2,13,3,33524,PGC,,,,,
11.0931,-0.16296,Gxy,-,16.21,,2.90417,-0.0028442,537270,0.58,0.25,110,3,33536,PGC,,,,,
11.0987,60.7574,Gxy,-,16.23,,2.90564,1.06042,537271,0.55,0.49,27.5,3,33545,PGC,,,,,
11.0962,6.70124,Gxy,-,16.36,,2.90497,0.116959,537272,0.52,0.21,174.8,3,33547,PGC,,,,,
11.0966,28.6629,Gxy,-,16.91,,2.90509,0.500262,537273,0.55,0.3,135.8,3,33548,PGC,,,,,
11.0978,31.3858,Gxy,-,16.47,,2.90539,0.547785,537274,0.46,0.46,,3,33551,PGC,,,,,
11.0979,35.484,Gxy,-,16.24,,2.90541,0.619312,537275,0.74,0.32,100.6,3,33556,PGC,,,,,
11.0979,-6.23939,Gxy,-,16.34,,2.90543,-0.108898,537276,0.42,0.25,141.5,3,33557,PGC,,,,,
11.098,42.536,Gxy,-,16.41,,2.90545,0.742393,537277,0.48,0.45,,3,33559,PGC,,,,,
11.0991,37.6254,Gxy,-,16.81,,2.90574,0.656686,537278,0.43,0.28,74.3,3,33565,PGC,,,,,
11.0962,30.527,Gxy,-,16.19,,2.90497,0.532797,537279,0.63,0.55,,3,33543,PGC,,,,,
7.97277,63.3216,Gxy,-,16.65,,2.08727,1.10517,537280,0.59,0.25,152,3,22356,PGC,,,,,
11.0846,59.666,Gxy,-,16.13,,2.90193,1.04137,537281,0.68,0.21,80.6,3,33489,PGC,,,,,
11.0856,38.1314,Gxy,-,16.09,,2.9022,0.665518,537282,0.55,0.49,,3,33491,PGC,,,,,
11.085,54.6951,Gxy,-,16.46,,2.90204,0.95461,537283,0.46,0.39,111.1,3,33492,PGC,,,,,
11.0873,11.3674,Gxy,-,16.32,,2.90264,0.198398,537284,0.59,0.36,23.3,3,33502,PGC,,,,,
11.089,59.6625,Gxy,-,16.69,,2.90309,1.04131,537285,0.5,0.29,57.2,3,33504,PGC,,,,,
11.0885,59.7614,Gxy,-,16.57,,2.90296,1.04303,537286,0.42,0.3,53.5,3,33506,PGC,,,,,
11.0897,30.1615,Gxy,-,16.02,,2.90327,0.526418,537287,0.35,0.35,,3,33512,PGC,,,,,
11.0911,2.56215,Gxy,-,16.26,,2.90365,0.044718,537288,0.6,0.35,113.5,3,33515,PGC,,,,,
11.09,38.0202,Gxy,-,16.67,,2.90335,0.663578,537289,0.31,0.21,121.7,3,33518,PGC,,,,,
11.0756,-0.73042,Gxy,-,16.11,,2.89957,-0.0127482,537290,0.45,0.34,134.8,3,33459,PGC,,,,,
11.0789,-15.2935,Gxy,-,16.31,,2.90045,-0.266923,537291,1.05,0.24,157.7,3,33468,PGC,,,,,
11.0786,38.2209,Gxy,-,16.65,,2.90037,0.667081,537292,0.51,0.24,20.1,3,33471,PGC,06140,UGC,,,
11.0811,61.6101,Gxy,-,16.33,,2.90102,1.0753,537293,0.48,0.25,35.7,3,33478,PGC,,,,,
11.0815,-50.6921,Gxy,-,16.85,,2.90114,-0.884744,537294,0.98,0.2,21.6,3,33483,PGC,215-018,ESO,,,
11.0598,3.33732,Gxy,-,16.25,,2.89546,0.0582472,537295,0.21,0.18,,3,33407,PGC,,,,,
11.064,44.2735,Gxy,-,16.8,,2.89655,0.772718,537296,0.33,0.29,,3,33417,PGC,,,,,
11.0637,-0.21019,Gxy,-,16.07,,2.89647,-0.0036685,537297,0.45,0.37,131,3,33421,PGC,,,,,
11.0688,45.3026,Gxy,-,16.21,,2.89781,0.790679,537298,0.47,0.21,148.8,3,33427,PGC,,,,,
11.066,38.2378,Gxy,-,16.39,,2.89709,0.667376,537299,0.51,0.26,133.9,3,33437,PGC,,,,,
11.0718,2.31338,Gxy,-,16.03,,2.89858,0.0403761,537300,0.81,0.19,47,3,33443,PGC,,,,,
11.0548,57.164,Gxy,-,16.25,,2.89414,0.997699,537301,0.6,0.35,131.5,3,33376,PGC,,,,,
11.0534,45.6656,Gxy,-,16.57,,2.89376,0.797015,537302,0.43,0.31,91.6,3,33378,PGC,,,,,
11.0541,3.72473,Gxy,-,16.2,,2.89394,0.0650088,537303,0.35,0.33,,3,33382,PGC,,,,,
11.055,5.07222,Gxy,-,16.25,,2.89418,0.0885269,537304,0.5,0.27,110.4,3,33383,PGC,,,,,
11.061,31.8582,Gxy,-,16.36,,2.89576,0.55603,537305,1.2,0.32,90.9,3,33395,PGC,06124,UGC,,,
11.0597,27.3482,Gxy,-,16.91,,2.89541,0.477315,537306,0.34,0.3,81.3,3,33400,PGC,,,,,
11.0573,78.9091,Gxy,-,16.19,,2.89478,1.37722,537307,0.65,0.34,89,3,33403,PGC,,,,,
11.0479,4.00038,Gxy,-,16.01,,2.89234,0.0698198,537308,0.48,0.28,158.5,3,33344,PGC,,,,,
11.0483,52.7794,Gxy,-,16.66,,2.89243,0.921174,537309,0.52,0.27,41.3,3,33347,PGC,,,,,
11.0518,50.3412,Gxy,-,16.17,,2.89335,0.87862,537310,0.5,0.41,116.1,3,33351,PGC,,,,,
11.0486,35.2393,Gxy,-,16.24,,2.89251,0.615042,537311,0.59,0.45,20.5,3,33352,PGC,,,,,
11.0498,34.9277,Gxy,-,16.62,,2.89283,0.609603,537312,0.5,0.3,2.1,3,33360,PGC,,,,,
11.0381,10.5075,Gxy,-,16.8,,2.88977,0.18339,537313,0.48,0.25,95.4,3,33302,PGC,,,,,
11.0417,37.0253,Gxy,-,16.11,,2.89072,0.646214,537314,0.85,0.29,89.1,3,33308,PGC,06108,UGC,,,
11.0411,46.9392,Gxy,-,16.81,,2.89056,0.819243,537315,0.35,0.28,50.5,3,33318,PGC,,,,,
11.0418,30.4697,Gxy,-,16.48,,2.89073,0.531796,537316,0.43,0.37,16.2,3,33324,PGC,,,,,
7.91299,56.5617,Gxy,-,16.46,,2.07162,0.987188,537317,0.72,0.25,173.5,3,22159,PGC,,,,,
11.0275,28.8442,Gxy,-,16.51,,2.88698,0.503426,537318,0.51,0.32,21.6,3,33261,PGC,,,,,
11.0276,30.9012,Gxy,-,16.77,,2.88703,0.539327,537319,0.4,0.36,,3,33263,PGC,,,,,
11.0298,-47.7386,Gxy,-,16.18,,2.88759,-0.833195,537320,0.87,0.28,135.7,3,33268,PGC,265-004,ESO,,,
11.0309,45.4816,Gxy,-,16.85,,2.88789,0.793804,537321,0.43,0.19,19.8,3,33275,PGC,,,,,
11.0331,42.0498,Gxy,-,16.82,,2.88845,0.733907,537322,0.35,0.28,15.6,3,33283,PGC,,,,,
11.0207,-22.7313,Gxy,-,16.14,,2.88521,-0.396737,537323,0.65,0.47,98.8,3,33231,PGC,,,,,
11.0236,10.6847,Gxy,-,16.55,,2.88597,0.186484,537324,0.55,0.46,90.3,3,33247,PGC,,,,,
11.0243,27.8161,Gxy,-,16.91,,2.88616,0.485483,537325,0.52,0.34,96.8,3,33250,PGC,,,,,
11.0271,46.2988,Gxy,-,16.06,,2.88689,0.808066,537326,0.71,0.24,112.8,3,33256,PGC,,,,,
11.0302,50.3967,Gxy,-,16.34,,2.8877,0.879588,537327,0.59,0.29,132.4,3,33258,PGC,,,,,
11.0273,-72.492,Gxy,-,16.09,,2.88694,-1.26522,537328,0.93,0.54,87.1,3,33259,PGC,063-004,ESO,,,
11.0133,10.5949,Gxy,-,16.34,,2.88328,0.184916,537329,0.42,0.28,142.4,3,33197,PGC,,,,,
11.0151,57.7758,Gxy,-,16.39,,2.88374,1.00838,537330,0.45,0.22,43.9,3,33199,PGC,,,,,
11.0192,64.9462,Gxy,-,16.73,,2.88481,1.13353,537331,0.48,0.44,158.5,3,33221,PGC,,,,,
11.0195,-22.5491,Gxy,-,16.97,,2.8849,-0.393555,537332,0.31,0.25,11.2,3,33226,PGC,,,,,
11.0201,9.76566,Gxy,-,16.49,,2.88506,0.170443,537333,0.41,0.4,,3,33228,PGC,,,,,
11.0099,35.6311,Gxy,-,16.29,,2.88237,0.62188,537334,0.87,0.2,53.8,3,33171,PGC,06085,UGC,,,
11.0081,46.243,Gxy,-,16.96,,2.88191,0.807092,537335,0.38,0.34,133.5,3,33172,PGC,,,,,
11.0106,10.8936,Gxy,-,16.09,,2.88257,0.190129,537336,0.66,0.51,178,3,33185,PGC,,,,,
11.0116,4.12496,Gxy,-,16.14,,2.88283,0.0719941,537337,0.52,0.42,84.3,3,33187,PGC,,,,,
11.0123,10.0719,Gxy,-,16.71,,2.88302,0.175787,537338,0.52,0.47,,3,33193,PGC,,,,,
10.9993,-6.13973,Gxy,-,16.57,,2.87962,-0.107158,537339,0.63,0.29,132.7,3,33131,PGC,,,,,
10.9994,-6.15656,Gxy,-,16.8,,2.87963,-0.107452,537340,0.63,0.18,177.7,3,33132,PGC,,,,,
10.9985,43.1478,Gxy,-,16.04,,2.87941,0.753071,537341,0.54,0.38,85.2,3,33133,PGC,,,,,
10.9993,9.99294,Gxy,-,16.66,,2.8796,0.17441,537342,0.54,0.39,172.6,3,33134,PGC,,,,,
11.0034,54.0531,Gxy,-,16.76,,2.88067,0.943404,537343,0.56,0.51,28.1,3,33143,PGC,,,,,
11.0022,10.2562,Gxy,-,16.36,,2.88036,0.179005,537344,0.68,0.32,92.7,3,33148,PGC,,,,,
11.0045,37.2402,Gxy,-,16.39,,2.88097,0.649964,537345,0.68,0.26,114.7,3,33155,PGC,,,,,
11.0045,-38.6311,Gxy,-,16.23,,2.88096,-0.67424,537346,0.91,0.62,156.2,3,33157,PGC,318-029,ESO,,,
10.991,9.83563,Gxy,-,16.16,,2.87744,0.171664,537347,0.83,0.44,66.9,3,33100,PGC,,,,,
10.9919,11.1881,Gxy,-,16.55,,2.87768,0.19527,537348,0.49,0.45,,3,33106,PGC,,,,,
10.9988,72.1529,Gxy,-,16.43,,2.87947,1.25931,537349,0.78,0.29,49,3,33112,PGC,,,,,
10.996,10.4209,Gxy,-,16.77,,2.87874,0.181878,537350,0.55,0.32,91.2,3,33117,PGC,,,,,
10.9964,42.6568,Gxy,-,16.86,,2.87885,0.744502,537351,0.32,0.31,,3,33119,PGC,,,,,
10.9853,5.00622,Gxy,-,16.01,,2.87594,0.087375,537352,0.74,0.45,167.2,3,33067,PGC,,,,,
10.9854,30.8592,Gxy,-,16.93,,2.87598,0.538595,537353,0.41,0.37,,3,33073,PGC,,,,,
10.9889,-43.2658,Gxy,-,16.32,,2.87688,-0.755131,537354,0.83,0.52,85.1,3,33088,PGC,264-059,ESO,,,
10.9652,66.9972,Gxy,-,16.73,,2.87068,1.16932,537355,0.46,0.4,7,3,32983,PGC,,,,,
10.9901,6.98329,Gxy,-,16.2,,2.87721,0.121881,537356,0.56,0.55,,3,33093,PGC,,,,,
10.9787,11.0109,Gxy,-,16.86,,2.8742,0.192177,537357,0.42,0.38,,3,33037,PGC,,,,,
10.9809,6.7305,Gxy,-,16.49,,2.87478,0.117469,537358,0.5,0.41,1.7,3,33049,PGC,,,,,
10.981,47.3025,Gxy,-,16.9,,2.87483,0.825585,537359,0.35,0.24,152.8,3,33050,PGC,,,,,
10.9823,13.167,Gxy,-,16.02,,2.87517,0.229807,537360,0.89,0.34,140.4,3,33054,PGC,,,,,
10.9825,9.8327,Gxy,-,16.77,,2.87522,0.171613,537361,0.69,0.27,133.3,3,33057,PGC,,,,,
10.9714,4.79226,Gxy,-,16.36,,2.8723,0.0836407,537362,0.91,0.19,69.5,3,33003,PGC,,,,,
10.9419,5.58929,Gxy,-,16.12,,2.86459,0.0975515,537363,0.5,0.3,168.6,3,32886,PGC,,,,,
10.9732,56.795,Gxy,-,16.84,,2.87279,0.99126,537364,0.63,0.43,99.6,3,33014,PGC,,,,,
10.9755,10.5716,Gxy,-,16.12,,2.87337,0.184509,537365,0.62,0.49,170.2,3,33022,PGC,,,,,
10.9785,53.1165,Gxy,-,16.33,,2.87418,0.927058,537366,0.51,0.45,15.1,3,33026,PGC,,,,,
10.9761,45.8125,Gxy,-,16.12,,2.87354,0.799579,537367,0.71,0.66,,3,33028,PGC,,,,,
10.9683,40.1894,Gxy,-,16.46,,2.87148,0.701437,537368,1,0.18,41.4,3,32976,PGC,06050,UGC,,,
10.9689,19.8152,Gxy,-,16.01,,2.87164,0.345841,537369,0.76,0.28,165.4,3,32980,PGC,,,,,
10.9713,45.5881,Gxy,-,16.65,,2.87227,0.795662,537370,0.35,0.3,117.9,3,33001,PGC,,,,,
10.9553,44.0175,Gxy,-,16.37,,2.8681,0.76825,537371,0.79,0.19,34.7,3,32934,PGC,,,,,
10.9608,46.7174,Gxy,-,16.06,,2.86954,0.815372,537372,0.78,0.32,29.9,3,32942,PGC,,,,,
10.9606,33.1493,Gxy,-,16.9,,2.86949,0.578564,537373,0.44,0.31,92.6,3,32945,PGC,,,,,
10.9602,44.0713,Gxy,-,16.04,,2.86937,0.769189,537374,0.63,0.29,3.2,3,32947,PGC,,,,,
10.9614,6.08284,Gxy,-,16.19,,2.86969,0.106166,537375,0.44,0.38,126.7,3,32949,PGC,,,,,
10.9625,44.9439,Gxy,-,16.71,,2.86997,0.784419,537376,0.37,0.34,77.6,3,32952,PGC,,,,,
10.9654,4.56068,Gxy,-,16.18,,2.87074,0.0795989,537377,0.78,0.23,21.7,3,32964,PGC,,,,,
10.9659,41.789,Gxy,-,16.63,,2.87087,0.729356,537378,0.47,0.33,121.7,3,32969,PGC,,,,,
10.946,3.71897,Gxy,-,16.06,,2.86566,0.0649083,537379,0.78,0.28,105.4,3,32897,PGC,,,,,
10.9449,67.1848,Gxy,-,16.19,,2.86537,1.1726,537380,0.49,0.35,49.4,3,32899,PGC,,,,,
10.9466,36.6935,Gxy,-,16.91,,2.86581,0.640423,537381,0.36,0.27,177,3,32905,PGC,,,,,
10.9542,57.7574,Gxy,-,16.96,,2.8678,1.00806,537382,0.37,0.35,,3,32928,PGC,,,,,
10.933,53.8386,Gxy,-,16.12,,2.86226,0.939661,537383,0.46,0.31,151.9,3,32856,PGC,,,,,
10.9344,14.4865,Gxy,-,16.2,,2.86261,0.252837,537384,0.54,0.43,155.5,3,32860,PGC,,,,,
10.9384,57.5232,Gxy,-,16.61,,2.86368,1.00397,537385,0.93,0.34,109.5,3,32862,PGC,,,,,
10.9414,56.9105,Gxy,-,16.25,,2.86445,0.993275,537386,0.66,0.46,29.7,3,32881,PGC,,,,,
10.9421,57.3478,Gxy,-,16.2,,2.86465,1.00091,537387,0.65,0.31,48.6,3,32882,PGC,,,,,
10.9428,3.39916,Gxy,-,16.11,,2.86481,0.0593265,537388,0.65,0.26,35,3,32885,PGC,,,,,
10.9424,35.3754,Gxy,-,16.39,,2.86472,0.617417,537389,0.59,0.26,106,3,32888,PGC,,,,,
10.9427,20.3982,Gxy,-,16.66,,2.8648,0.356016,537390,0.78,0.18,47,3,32891,PGC,06044,UGC,,,
10.9442,67.1803,Gxy,-,16.94,,2.86519,1.17252,537391,0.51,0.26,85.2,3,32895,PGC,,,,,
10.9221,36.9765,Gxy,-,16.95,,2.85939,0.645361,537392,0.49,0.3,139.6,3,32819,PGC,,,,,
10.926,27.0815,Gxy,-,16.39,,2.86043,0.472661,537393,0.65,0.49,148.8,3,32830,PGC,,,,,
